amount,total_amount_last_24h,txn_count_last_24h,is_new_device,is_odd_hour,channel,transaction_type,country,fraud_probability,is_fraud
4088.85,103361.84,12,0,0,CARD,WITHDRAWAL,SG,0.11077435072058069,0
5079.63,107450.69,13,0,0,CARD,DEPOSIT,IN,0.08586654930622832,0
10916.27,112530.32,14,0,0,CARD,TRANSFER,IN,0.09935521244993147,0
11124.1,123446.59,15,0,0,CARD,WITHDRAWAL,IN,0.09646522194206218,0
11080.09,134570.69,16,0,0,CARD,TRANSFER,US,0.11577393426757504,0
11123.92,145650.78,17,0,0,CARD,DEPOSIT,IN,0.1198012743493228,0
5677.88,156774.7,18,0,0,CARD,DEPOSIT,IN,0.10360675118149712,0
8975.91,162452.58000000002,19,0,0,CARD,DEPOSIT,IN,0.10054564636552779,0
6342.3,171428.49000000002,20,0,0,CARD,WITHDRAWAL,IN,0.09531449060841227,0
5723.65,177770.79,21,0,0,CARD,TRANSFER,IN,0.10589963295560363,1
7293.9,174982.02000000002,21,0,0,CARD,WITHDRAWAL,IN,0.09407899027462252,0
3422.08,179165.44000000003,21,0,0,CARD,TRANSFER,IN,0.10373816831892027,0
8857.28,182587.52,22,0,0,CARD,TRANSFER,IN,0.0998621028646221,0
3667.61,191444.8,23,1,0,NET_BANKING,WITHDRAWAL,US,0.13443486437508317,0
7202.47,172486.96999999997,22,0,0,CARD,TRANSFER,IN,0.10297486383752746,0
5616.59,173053.49999999997,22,0,0,NET_BANKING,WITHDRAWAL,IN,0.09502721492714244,0
8458.03,171028.24999999997,22,0,0,CARD,DEPOSIT,IN,0.10196963284154115,0
4378.83,179486.27999999997,23,1,1,CARD,DEPOSIT,IN,0.16124051108284548,1
8328.79,180259.41999999995,23,0,1,CARD,WITHDRAWAL,IN,0.12387151907037744,0
10984.47,188588.20999999996,24,1,1,CARD,TRANSFER,IN,0.18146381218359034,1
10535.8,183347.99,23,0,1,UPI,TRANSFER,IN,0.13660309109856975,0
4345.97,182223.83999999997,23,0,1,CARD,DEPOSIT,IN,0.12108034334883976,0
5614.91,186569.80999999997,24,1,0,UPI,TRANSFER,IN,0.14170744829364226,1
10014.84,179951.05,24,1,0,UPI,DEPOSIT,IN,0.15660524121369818,0
8322.75,189965.89,25,0,0,CARD,WITHDRAWAL,IN,0.10339302104761991,0
2752.23,187176.92,25,1,0,NET_BANKING,TRANSFER,IN,0.14340793700510074,0
22814.9,0.0,0,1,0,NET_BANKING,TRANSFER,IN,0.10438818931077296,0
10939.38,22814.9,1,0,0,CARD,WITHDRAWAL,IN,0.051334104560714175,0
9566.15,33754.28,2,1,0,CARD,TRANSFER,IN,0.0708413506440444,1
15234.98,43320.43,3,1,0,CARD,TRANSFER,SG,0.1114473103373234,0
7463.53,58555.41,4,1,1,CARD,WITHDRAWAL,IN,0.09539027345534108,1
20977.35,66018.94,5,0,1,CARD,DEPOSIT,IN,0.08484447577642716,0
11759.5,86996.29000000001,6,0,1,CARD,WITHDRAWAL,IN,0.10960904215018472,0
6976.93,98755.79,7,0,1,NET_BANKING,TRANSFER,IN,0.08679794954920465,0
22267.64,105732.72,8,0,1,CARD,TRANSFER,IN,0.12489112750546547,0
18424.88,128000.36,9,0,0,CARD,WITHDRAWAL,IN,0.10171437122802793,0
24103.81,146425.24,10,1,0,CARD,DEPOSIT,IN,0.15164970891898752,0
8134.17,170529.05,11,0,0,UPI,WITHDRAWAL,IN,0.08233498137595877,0
17398.61,178663.22,12,1,0,CARD,TRANSFER,IN,0.1398827856623428,0
22561.06,196061.83,13,0,0,CARD,DEPOSIT,US,0.1143259943160527,0
6434.84,218622.89,14,1,0,CARD,TRANSFER,IN,0.12391109073739397,0
24062.04,225057.73,15,1,0,CARD,TRANSFER,IN,0.155838812497681,0
5008.0,249119.77,16,0,0,CARD,WITHDRAWAL,IN,0.1039453772726272,0
22304.53,254127.77,17,0,0,CARD,WITHDRAWAL,IN,0.13104469447392486,0
8891.47,276432.30000000005,18,0,0,NET_BANKING,TRANSFER,IN,0.09424196367022833,0
13967.3,285323.77,19,0,0,CARD,TRANSFER,IN,0.12028710643511059,0
8318.72,299291.07,20,0,0,CARD,WITHDRAWAL,IN,0.09927422181554847,1
17436.79,284794.88999999996,20,0,0,CARD,WITHDRAWAL,IN,0.11709223258750671,0
22715.66,302231.67999999993,21,1,0,CARD,TRANSFER,IN,0.16600954808728557,0
14053.22,314007.95999999996,21,0,0,UPI,WITHDRAWAL,IN,0.1146516043212737,1
19620.29,303260.04999999993,20,0,0,CARD,TRANSFER,IN,0.1154533765892905,1
18749.65,322880.3399999999,21,0,0,CARD,WITHDRAWAL,IN,0.1122538436220489,0
11368.47,313189.11,20,0,1,CARD,TRANSFER,IN,0.13134230262416907,0
6160.35,305821.14999999997,19,0,1,CARD,WITHDRAWAL,IN,0.11804890155345392,0
7532.43,311981.49999999994,20,1,1,CARD,WITHDRAWAL,IN,0.1615301693022181,0
10778.69,297246.29,20,0,1,CARD,WITHDRAWAL,IN,0.13117320633141535,0
24791.12,308024.98,21,0,1,CARD,DEPOSIT,SG,0.17926432557513822,0
5494.34,314391.22,21,0,0,CARD,WITHDRAWAL,IN,0.10289713121413109,0
19997.1,319885.56,22,1,0,CARD,WITHDRAWAL,IN,0.1532742545138554,0
20896.61,307644.68,21,0,0,CARD,WITHDRAWAL,IN,0.1266241123708683,0
20227.87,311142.68,21,0,0,CARD,WITHDRAWAL,IN,0.1268363324418474,1
10688.66,331370.55,22,0,0,UPI,WITHDRAWAL,IN,0.11179399993795662,0
20217.7,289001.26999999996,20,0,0,CARD,TRANSFER,IN,0.13772903789505264,1
4407.06,0.0,0,1,0,CARD,WITHDRAWAL,SG,0.09828630686990697,1
1726.34,4407.06,1,0,0,CARD,WITHDRAWAL,IN,0.035728984988585455,0
3192.51,6133.400000000001,2,1,0,CARD,WITHDRAWAL,IN,0.08168564610007975,0
4563.92,9325.91,3,0,0,CARD,WITHDRAWAL,IN,0.04033800348384341,0
2409.44,13889.83,4,0,0,CARD,WITHDRAWAL,IN,0.031211643121797982,0
4829.99,16299.27,5,0,0,NET_BANKING,WITHDRAWAL,IN,0.041937992575427,0
3663.95,21129.26,6,0,1,UPI,TRANSFER,IN,0.061871476413040145,0
3544.9,24793.210000000003,7,0,1,CARD,TRANSFER,SG,0.08454976339610834,0
4790.16,28338.110000000004,8,0,1,CARD,WITHDRAWAL,IN,0.061337153009188336,0
1769.58,33128.270000000004,9,0,1,CARD,DEPOSIT,IN,0.067155503780929,0
1214.11,34897.850000000006,10,0,0,CARD,WITHDRAWAL,IN,0.049838357156457444,0
1422.63,36111.96000000001,11,0,0,CARD,WITHDRAWAL,IN,0.0514736957632909,0
2095.49,37534.59,12,0,0,CARD,TRANSFER,SG,0.07040090183303332,0
2416.85,39630.08,13,0,0,CARD,DEPOSIT,IN,0.054156164082245106,0
1285.22,42046.93,14,0,0,CARD,WITHDRAWAL,IN,0.051602272689785754,0
2627.57,43332.15,15,0,0,NET_BANKING,TRANSFER,IN,0.04729844055554738,0
2657.51,45959.72,16,0,0,CARD,TRANSFER,IN,0.06401284450653932,0
2925.87,48617.23,17,0,0,CARD,TRANSFER,IN,0.06649731900960099,0
2997.39,51543.100000000006,18,0,0,CARD,DEPOSIT,IN,0.0673753088751709,0
2196.61,54540.490000000005,19,1,0,CARD,TRANSFER,IN,0.10590580325809074,0
27921.75,0.0,0,1,0,CARD,WITHDRAWAL,IN,0.10465755117393578,0
23419.19,27921.75,1,0,0,UPI,TRANSFER,IN,0.07066185337918138,0
10812.28,51340.94,2,1,0,NET_BANKING,DEPOSIT,IN,0.09780119158217018,0
30131.56,62153.22,3,1,0,CARD,DEPOSIT,SG,0.1270445452344411,1
13606.51,92284.78,4,0,0,CARD,WITHDRAWAL,IN,0.07856646741869273,0
32393.58,105891.29,5,1,0,CARD,TRANSFER,IN,0.1382911560336313,0
47596.73,138284.87,6,0,0,CARD,TRANSFER,IN,0.09733516770991375,0
21421.05,185881.6,7,0,1,CARD,WITHDRAWAL,IN,0.11492227163888698,0
39564.22,207302.65,8,0,1,CARD,TRANSFER,IN,0.11843044687607603,0
20108.31,246866.87,9,0,1,CARD,DEPOSIT,IN,0.13177507400806693,0
33490.96,266975.18,10,0,1,CARD,WITHDRAWAL,US,0.1373648250928543,0
39519.19,300466.14,11,0,1,CARD,WITHDRAWAL,IN,0.13906856992943653,0
47175.93,339985.33,12,0,0,CARD,WITHDRAWAL,IN,0.11876140240430741,0
40370.19,387161.26,13,0,0,CARD,WITHDRAWAL,IN,0.12007410952188934,0
38639.93,427531.45,14,0,0,CARD,WITHDRAWAL,IN,0.12052061419501181,0
11386.44,466171.38,15,0,0,CARD,WITHDRAWAL,IN,0.09557219174168602,0
10884.67,477557.82,16,0,0,CARD,WITHDRAWAL,IN,0.11266428681135328,0
20203.2,488442.49,17,1,0,CARD,WITHDRAWAL,IN,0.17413605559923936,0
18401.58,508645.69,18,0,0,NET_BANKING,DEPOSIT,IN,0.11272225916133516,0
44262.24,527047.27,19,0,0,NET_BANKING,WITHDRAWAL,IN,0.12617072049381878,0
16107.33,571309.51,20,0,0,CARD,WITHDRAWAL,IN,0.11583946950536728,0
31263.11,587416.84,21,0,0,NET_BANKING,WITHDRAWAL,IN,0.12652225856341281,0
42523.13,618679.95,22,0,0,CARD,TRANSFER,IN,0.12811678965796885,0
47959.2,661203.08,23,0,0,CARD,TRANSFER,IN,0.1275759763388324,0
35998.51,647009.0599999999,21,0,0,UPI,DEPOSIT,IN,0.12908302507388963,0
48137.42,683007.57,22,0,0,CARD,WITHDRAWAL,IN,0.13491033438260375,0
31802.22,701013.43,22,0,0,UPI,TRANSFER,AE,0.13168698206662446,1
15796.74,732815.65,23,1,0,CARD,WITHDRAWAL,IN,0.1605768781248693,1
14936.91,735005.88,23,0,0,CARD,WITHDRAWAL,IN,0.1212908203281791,0
19958.63,717549.21,23,0,0,CARD,WITHDRAWAL,IN,0.11663781289774956,0
22825.12,689911.1100000001,23,0,0,UPI,TRANSFER,IN,0.12617280800792838,0
39304.5,712736.2300000001,24,1,1,CARD,DEPOSIT,IN,0.18770466104419356,0
36357.13,691055.4600000001,23,0,1,CARD,TRANSFER,SG,0.17164253620917133,1
34990.07,673813.3200000001,22,0,1,CARD,TRANSFER,IN,0.15423052317764635,0
39659.31,708803.39,23,0,1,CARD,TRANSFER,SG,0.17390313236181662,0
6042.31,0.0,0,1,0,NET_BANKING,TRANSFER,IN,0.0799938915391569,0
20741.66,6042.31,1,1,0,UPI,DEPOSIT,IN,0.10437535946501636,0
10152.21,26783.97,2,1,0,UPI,TRANSFER,IN,0.09661596338223878,0
18981.52,36936.18,3,1,0,UPI,DEPOSIT,IN,0.09319759811193777,0
20010.08,55917.7,4,0,0,UPI,DEPOSIT,IN,0.06358085124324636,0
24306.54,75927.78,5,0,0,NET_BANKING,TRANSFER,IN,0.06225384573232318,0
22613.89,100234.32,6,1,1,UPI,WITHDRAWAL,IN,0.16398787518892366,0
16996.85,122848.21,7,0,1,UPI,DEPOSIT,US,0.10988675089398846,0
5907.51,139845.06,8,0,1,UPI,WITHDRAWAL,IN,0.08445688422563888,0
19060.4,145752.57,9,0,1,UPI,DEPOSIT,US,0.1252801721976402,0
5791.95,164812.97,10,0,1,UPI,WITHDRAWAL,IN,0.10903115904806103,0
6033.97,170604.92,11,0,0,CARD,TRANSFER,IN,0.07940291155915864,0
20866.34,176638.89,12,0,0,NET_BANKING,DEPOSIT,US,0.11020208882384669,0
19479.88,197505.23,13,0,0,UPI,DEPOSIT,IN,0.0942488538298025,0
7710.19,216985.11,14,1,0,UPI,TRANSFER,IN,0.12691037927353702,0
22744.24,224695.3,15,0,0,UPI,DEPOSIT,IN,0.11798888351448868,0
20072.25,247439.54,16,0,0,CARD,DEPOSIT,IN,0.13742216876229402,0
15982.65,267511.79000000004,17,0,0,UPI,WITHDRAWAL,IN,0.11178964873725493,0
12224.66,283494.44000000006,18,1,0,UPI,TRANSFER,SG,0.17641923350292127,0
19281.91,295719.10000000003,19,0,0,UPI,DEPOSIT,IN,0.11383920574224522,0
13300.84,315001.01,20,1,0,UPI,DEPOSIT,IN,0.15834511469603824,0
11615.23,328301.85000000003,21,1,0,UPI,TRANSFER,IN,0.15993668503243644,0
18582.74,339917.08,22,0,0,NET_BANKING,WITHDRAWAL,IN,0.11321613958120523,0
19395.08,358499.82,23,1,0,UPI,TRANSFER,IN,0.16003306429890887,0
16008.79,377894.9,24,0,0,UPI,TRANSFER,IN,0.11614731862807565,0
7837.03,387861.37999999995,24,0,0,UPI,TRANSFER,IN,0.10489214322103463,0
5685.44,364804.54,23,1,0,NET_BANKING,WITHDRAWAL,SG,0.16220648054686196,0
20786.01,351508.46,23,1,0,UPI,TRANSFER,IN,0.16789720718366863,0
9220.62,0.0,0,1,0,UPI,TRANSFER,IN,0.07747190216345942,0
13167.91,9220.62,1,1,0,CARD,WITHDRAWAL,IN,0.0886434775948193,0
7515.31,22388.53,2,0,0,UPI,WITHDRAWAL,IN,0.04016465000625368,1
24799.98,29903.84,3,0,0,UPI,WITHDRAWAL,AE,0.0656664327158468,0
9375.17,54703.82,4,0,0,UPI,DEPOSIT,SG,0.05624331958517513,0
18791.81,64078.99,5,1,0,UPI,DEPOSIT,IN,0.09650188578481193,0
23899.32,82870.8,6,0,1,UPI,WITHDRAWAL,IN,0.11559953818513478,0
8459.18,106770.12,7,0,1,UPI,DEPOSIT,IN,0.08504636089997109,0
23487.14,115229.3,8,0,1,NET_BANKING,DEPOSIT,IN,0.1159972756634919,0
24838.22,138716.44,9,0,1,UPI,WITHDRAWAL,IN,0.14039436093524957,0
13368.61,163554.66,10,0,0,CARD,DEPOSIT,IN,0.09716845526445132,0
17043.89,176923.27000000002,11,0,0,UPI,DEPOSIT,IN,0.09806464933877612,0
23644.68,193967.16000000003,12,0,0,UPI,DEPOSIT,IN,0.11060381324396487,0
12214.13,217611.84000000003,13,1,0,UPI,DEPOSIT,IN,0.1377942154827494,1
6509.3,229825.97000000003,14,0,0,UPI,DEPOSIT,IN,0.08675654318865127,0
11206.98,236335.27,15,0,0,CARD,WITHDRAWAL,IN,0.1003798858727691,0
10898.77,247542.25000000003,16,0,0,NET_BANKING,DEPOSIT,IN,0.11935751903010243,0
20497.93,258441.02,17,1,0,UPI,TRANSFER,IN,0.17180667618995943,0
14767.47,278938.95,18,0,0,UPI,TRANSFER,IN,0.11938779445762822,0
15955.89,293706.42,19,0,0,UPI,WITHDRAWAL,IN,0.11193666589820958,0
16846.7,309662.31,20,1,0,UPI,WITHDRAWAL,IN,0.15548567021645004,1
9457.53,317288.38999999996,20,0,0,UPI,WITHDRAWAL,SG,0.11964343506731796,0
14775.73,306062.7,19,0,0,UPI,DEPOSIT,IN,0.12085095217987392,0
21673.91,296038.45,19,0,0,NET_BANKING,TRANSFER,IN,0.12764956795314122,0
14236.61,317712.36,20,0,0,UPI,DEPOSIT,IN,0.11332344931580697,1
15765.94,331948.97,21,0,0,UPI,DEPOSIT,IN,0.11264747005073024,0
23443.24,319547.93,20,0,0,UPI,DEPOSIT,IN,0.12798387586023321,0
20115.15,319091.85,20,1,1,UPI,WITHDRAWAL,IN,0.1885734555840651,0
8468.44,307260.68000000005,19,0,1,UPI,DEPOSIT,IN,0.11566095174359839,0
18767.06,315729.12000000005,20,0,1,UPI,DEPOSIT,IN,0.14024386079196297,0
8793.08,309657.9600000001,20,0,0,UPI,TRANSFER,IN,0.10448655173508921,0
12064.18,305082.43000000005,20,0,0,UPI,TRANSFER,IN,0.1163435426848479,0
13560.7,317146.61000000004,21,1,0,UPI,WITHDRAWAL,IN,0.15211862990315184,0
9876.56,313663.42000000004,21,0,0,UPI,WITHDRAWAL,IN,0.09866493960256574,0
18706.39,299895.3,21,0,0,NET_BANKING,DEPOSIT,IN,0.12160629528477315,0
16578.7,306387.56,21,0,0,UPI,TRANSFER,IN,0.12026935592256835,0
21150.06,0.0,0,1,0,CARD,TRANSFER,IN,0.1109837214699589,0
11307.98,21150.06,1,1,0,CARD,WITHDRAWAL,IN,0.09233062865742925,0
11450.12,32458.04,2,0,0,NET_BANKING,TRANSFER,US,0.055397724747728146,0
15748.54,43908.16,3,0,0,CARD,TRANSFER,IN,0.051893926011978495,0
13645.05,59656.7,4,0,0,CARD,DEPOSIT,IN,0.04924895065515984,0
6248.87,73301.75,5,0,0,NET_BANKING,DEPOSIT,IN,0.03874415765644224,0
20410.31,79550.62,6,0,0,CARD,TRANSFER,IN,0.06647796537968623,1
18574.85,99960.93,7,0,0,CARD,WITHDRAWAL,IN,0.08264510543102055,0
19093.61,118535.78,8,0,0,CARD,WITHDRAWAL,IN,0.07992964445526989,0
24148.88,137629.39,9,0,0,CARD,TRANSFER,IN,0.12133769604207145,0
23233.32,161778.27000000002,10,0,1,CARD,WITHDRAWAL,IN,0.13937710419169289,0
8484.42,185011.59000000003,11,0,1,CARD,TRANSFER,IN,0.1051624700619031,1
13795.08,193496.01000000004,12,0,1,CARD,WITHDRAWAL,IN,0.11805753125168102,0
10210.54,207291.09000000003,13,0,0,CARD,DEPOSIT,IN,0.09613894963128275,0
12565.95,217501.63000000003,14,0,0,CARD,TRANSFER,IN,0.09894016369370849,1
7829.92,230067.58000000005,15,1,0,CARD,TRANSFER,IN,0.12491254240830169,0
11400.69,237897.5000000001,16,1,0,CARD,DEPOSIT,IN,0.15653486018717006,0
14013.39,249298.1900000001,17,0,0,CARD,WITHDRAWAL,IN,0.11008545096182071,0
6528.51,263311.5800000001,18,0,0,CARD,TRANSFER,IN,0.09753344928738772,0
8080.31,269840.0900000001,19,0,0,CARD,DEPOSIT,IN,0.09989001803275675,0
11094.11,277920.4000000001,20,1,0,NET_BANKING,TRANSFER,IN,0.15084979970468793,0
15922.39,289014.51000000007,21,0,0,CARD,WITHDRAWAL,IN,0.11656399756956254,0
21589.35,304936.9000000001,22,0,0,CARD,TRANSFER,IN,0.13087910462280955,1
9255.39,326526.25000000006,23,0,0,CARD,DEPOSIT,IN,0.10576046489525422,0
22725.85,335781.6400000001,24,0,0,NET_BANKING,TRANSFER,IN,0.13719924161437327,0
17741.06,358507.49000000005,25,0,0,CARD,WITHDRAWAL,IN,0.11918590783027501,0
20101.29,376248.5500000001,26,0,0,CARD,DEPOSIT,IN,0.13011835338445857,0
18993.75,396349.84,27,0,0,NET_BANKING,DEPOSIT,IN,0.12056870615613377,0
18084.42,382885.55,26,1,0,CARD,TRANSFER,IN,0.1590491353696237,1
11207.61,373771.31,25,0,0,CARD,DEPOSIT,IN,0.11662607283291654,0
7882.98,371333.86999999994,25,0,0,CARD,DEPOSIT,IN,0.10302138057829299,0
18645.1,379216.8499999999,26,0,0,CARD,DEPOSIT,IN,0.11852467377269925,0
13948.89,391613.0799999999,26,1,0,CARD,DEPOSIT,IN,0.15470063443770993,0
5088.47,323334.31999999995,23,0,0,CARD,TRANSFER,AE,0.09486915684808953,0
18300.34,305189.4699999999,23,1,1,CARD,WITHDRAWAL,IN,0.17723562540839607,0
16611.37,323489.80999999994,24,0,1,CARD,DEPOSIT,IN,0.14010305484342064,0
10927.08,340101.17999999993,25,0,1,UPI,DEPOSIT,IN,0.13524020098563566,0
22009.64,351028.25999999995,26,0,1,CARD,WITHDRAWAL,IN,0.15298830023294555,0
5801.3,364553.48,26,0,1,CARD,DEPOSIT,IN,0.11627322399169768,0
2658.16,0.0,0,1,0,UPI,TRANSFER,IN,0.07513138311695325,0
4646.6,2658.16,1,1,0,UPI,TRANSFER,IN,0.07547548438773423,0
1949.48,7304.76,2,0,0,NET_BANKING,WITHDRAWAL,IN,0.035438984832768194,0
3563.79,9254.24,3,1,0,UPI,WITHDRAWAL,SG,0.1043902496504429,0
4563.64,12818.03,4,0,0,NET_BANKING,DEPOSIT,IN,0.0328010943041485,0
1944.64,17381.67,5,0,0,UPI,TRANSFER,IN,0.0319727924987057,0
2077.31,19326.31,6,0,1,UPI,DEPOSIT,IN,0.06172182056107783,0
4542.48,21403.62,7,0,1,NET_BANKING,DEPOSIT,IN,0.05818776448640518,1
2522.63,25946.1,8,1,1,UPI,TRANSFER,IN,0.10020363906604932,0
4383.37,28468.73,9,0,0,UPI,WITHDRAWAL,IN,0.05314250321032986,0
4465.1,32852.1,10,0,0,CARD,TRANSFER,IN,0.04991461836448918,0
4321.73,37317.2,11,1,0,UPI,DEPOSIT,US,0.08645547352487126,0
3574.61,41638.92999999999,12,0,0,UPI,DEPOSIT,IN,0.05327495784286071,0
3133.01,45213.53999999999,13,0,0,UPI,TRANSFER,IN,0.04609453235703301,0
3356.09,48346.55,14,0,0,UPI,DEPOSIT,IN,0.049227291235334814,0
4522.74,51702.64,15,0,0,CARD,TRANSFER,IN,0.051307331804110165,0
1041.42,56225.38,16,0,0,UPI,WITHDRAWAL,IN,0.07090510028823788,0
4664.49,57266.8,17,0,0,UPI,TRANSFER,IN,0.06790455931626505,1
3617.94,61931.28999999999,18,0,0,NET_BANKING,WITHDRAWAL,IN,0.06787352508512437,0
2079.75,65549.23,19,0,0,UPI,WITHDRAWAL,IN,0.07011373646578814,0
2201.67,60324.22,18,0,0,UPI,DEPOSIT,IN,0.06699674861893848,0
4171.84,62525.89,19,0,0,CARD,WITHDRAWAL,IN,0.06456743835714712,0
3854.63,64748.249999999985,19,0,0,UPI,WITHDRAWAL,IN,0.06389052128066208,0
1706.74,65039.08999999999,19,0,0,UPI,WITHDRAWAL,SG,0.09226458610449198,0
4427.42,66745.82999999999,20,0,0,UPI,TRANSFER,SG,0.09749980870377373,0
2200.93,71173.24999999999,21,0,0,CARD,DEPOSIT,IN,0.06978313348933973,0
2729.0,66865.89999999998,20,0,0,CARD,WITHDRAWAL,IN,0.0733529289872059,0
4210.17,69594.89999999998,21,0,1,NET_BANKING,TRANSFER,AE,0.09050736076898183,0
2693.07,71727.76,21,0,1,UPI,TRANSFER,US,0.08714156072459656,0
4221.85,69878.35,21,1,1,UPI,WITHDRAWAL,IN,0.12934857302670638,0
3954.83,74100.20000000001,22,0,1,UPI,WITHDRAWAL,IN,0.08264475727828663,0
3195.8,78055.03000000001,23,0,1,CARD,WITHDRAWAL,IN,0.09293519623797454,0
2428.42,78728.2,23,1,1,UPI,WITHDRAWAL,IN,0.13148131322561218,0
3631.07,76773.24999999999,23,0,0,UPI,WITHDRAWAL,IN,0.07122501547040203,0
10447.65,0.0,0,1,0,CARD,WITHDRAWAL,IN,0.09649057775535859,0
75875.4653982554,10447.65,1,0,0,NET_BANKING,WITHDRAWAL,IN,0.06408476194842991,0
23941.36,86323.1153982554,2,1,0,NET_BANKING,DEPOSIT,IN,0.14306519391410738,1
37901.67418225048,110264.4753982554,3,0,0,NET_BANKING,DEPOSIT,IN,0.10514657314893436,0
8230.5,148166.14958050588,4,0,0,NET_BANKING,WITHDRAWAL,IN,0.07332094649864815,1
16814.24,156396.64958050588,5,0,0,NET_BANKING,DEPOSIT,SG,0.11077961016397243,0
23829.85,173210.88958050587,6,0,1,NET_BANKING,WITHDRAWAL,IN,0.11673098137505493,1
58911.17113801985,197040.73958050588,7,0,1,NET_BANKING,WITHDRAWAL,IN,0.1215584162631915,0
19496.49,255951.91071852573,8,0,1,NET_BANKING,TRANSFER,IN,0.1056815384014476,0
15717.62,275448.40071852575,9,0,0,NET_BANKING,DEPOSIT,SG,0.12901607826308858,0
39801.56950200678,291166.02071852575,10,0,0,NET_BANKING,WITHDRAWAL,IN,0.11291556011570243,0
5425.24,330967.5902205325,11,0,0,NET_BANKING,DEPOSIT,IN,0.08041152656803607,0
8748.63,336392.8302205325,12,0,0,NET_BANKING,WITHDRAWAL,IN,0.08535994781538574,0
53318.62133055839,345141.4602205325,13,0,0,CARD,DEPOSIT,IN,0.11150448296120977,1
20852.48,398460.0815510909,14,0,0,NET_BANKING,TRANSFER,IN,0.12006611796131808,0
11347.28,419312.56155109085,15,1,0,NET_BANKING,WITHDRAWAL,SG,0.15896281349023728,0
17383.83,430659.8415510909,16,0,0,CARD,WITHDRAWAL,IN,0.11534022160224104,1
11294.17,448043.6715510909,17,0,0,NET_BANKING,DEPOSIT,IN,0.11149715002563956,0
5891.29,448890.19155109086,17,0,0,NET_BANKING,TRANSFER,IN,0.09424457907302732,0
17028.3,378906.01615283545,17,0,0,UPI,WITHDRAWAL,IN,0.11596219430544819,1
12537.72,395934.31615283544,18,0,0,NET_BANKING,WITHDRAWAL,IN,0.11494976310409641,0
19902.93,408472.0361528354,19,0,0,CARD,DEPOSIT,IN,0.11965024198241712,0
19529.91,404433.6061528354,19,1,0,NET_BANKING,TRANSFER,IN,0.1527116847704107,0
24997.92,377831.34197058494,18,0,0,CARD,DEPOSIT,IN,0.13229426529650323,0
3617.29,0.0,0,1,0,CARD,WITHDRAWAL,IN,0.08156579476507489,0
9187.05,3617.29,1,1,0,NET_BANKING,WITHDRAWAL,IN,0.07969900058787621,1
6458.58,12804.34,2,0,0,NET_BANKING,WITHDRAWAL,IN,0.03678487787556692,0
