transaction_id,user_id,amount,channel,transaction_type,country,device_id,transaction_time,total_amount_last_24h,txn_count_last_24h
725448fb-ad8a-4660-b68d-3aa31d61e561,2,11659.95,CARD,TRANSFER,IN,DEV-f7dc90,2026-05-26T03:25:26.444001,68356.5,9
eb2e724a-d6fe-45e4-8fa9-a64d3d9e8fed,2,12233.67,UPI,WITHDRAWAL,IN,KNOWN-2,2026-05-26T05:24:26.444001,80016.45,10
936e25e5-f9b8-40eb-b44f-9048bf1633cc,2,11111.72,CARD,DEPOSIT,IN,KNOWN-2,2026-05-26T06:30:26.444001,92250.12,11
581b358a-be8b-4336-b1b0-9a34909659e5,2,4088.85,CARD,WITHDRAWAL,SG,KNOWN-2,2026-05-26T08:30:26.444001,103361.84,12
a688813d-ba0c-496c-9c5b-83bc59791351,2,5079.63,CARD,DEPOSIT,IN,KNOWN-2,2026-05-26T09:48:26.444001,107450.69,13
8bf3804f-7fb4-45ef-bb75-30d311831dbd,2,10916.27,CARD,TRANSFER,IN,KNOWN-2,2026-05-26T10:45:26.444001,112530.32,14
cf0f5cde-7cb0-42aa-b7e8-1a687d27b8ae,2,11124.1,CARD,WITHDRAWAL,IN,KNOWN-2,2026-05-26T12:02:26.444001,123446.59000000001,15
51083681-dba5-4550-967d-d6cd6c6de61e,2,11080.09,CARD,TRANSFER,US,KNOWN-2,2026-05-26T13:04:26.444001,134570.69,16
6f543255-ff81-4f39-9cce-99a469bcf865,2,11123.92,CARD,DEPOSIT,IN,KNOWN-2,2026-05-26T14:22:26.444001,145650.78,17
8eed98a3-c846-4793-974e-95e216db1cc6,2,5677.88,CARD,DEPOSIT,IN,KNOWN-2,2026-05-26T15:07:26.444001,156774.7,18
dd808a53-ecc5-49cd-ab73-547ffb6a0d19,2,8975.91,CARD,DEPOSIT,IN,KNOWN-2,2026-05-26T16:34:26.444001,162452.58000000002,19
1742ecb5-f97c-4a41-9784-4c781a881845,2,6342.3,CARD,WITHDRAWAL,IN,KNOWN-2,2026-05-26T17:40:26.444001,171428.49000000002,20
350e30b0-dad2-4e1c-b303-93193fe2ab26,2,5723.65,CARD,TRANSFER,IN,KNOWN-2,2026-05-26T18:06:26.444001,177770.79,21
212d2b93-e162-428b-a9c6-8965e6c48835,2,7293.9,CARD,WITHDRAWAL,IN,KNOWN-2,2026-05-26T18:15:26.444001,174982.02000000002,21
0d5a0826-8e69-4557-b19f-bd482f5e46da,2,3422.08,CARD,TRANSFER,IN,KNOWN-2,2026-05-26T19:22:26.444001,179165.44000000003,21
f8262255-5fc3-4340-be79-db170d97a001,2,8857.28,CARD,TRANSFER,IN,KNOWN-2,2026-05-26T19:44:26.444001,182587.52000000002,22
646182d7-13cc-4091-8b0a-9eba72f13202,2,3667.61,NET_BANKING,WITHDRAWAL,US,DEV-a6d96e,2026-05-26T19:53:26.444001,191444.80000000002,23
6e5b59b6-34ba-4bfd-9771-aa90afe7c2f9,2,7202.47,CARD,TRANSFER,IN,KNOWN-2,2026-05-26T21:18:26.444001,172486.96999999997,22
0e3dec77-0698-47ea-820a-4a0fb411eca2,2,5616.59,NET_BANKING,WITHDRAWAL,IN,KNOWN-2,2026-05-26T22:47:26.444001,173053.49999999997,22
e3a6d4d9-c86d-4f5f-bb31-65f3fc6073ce,2,8458.03,CARD,DEPOSIT,IN,KNOWN-2,2026-05-26T23:28:26.444001,171028.24999999997,22
c19607c8-484d-4504-8c5e-c7d68264a3c2,2,4378.83,CARD,DEPOSIT,IN,DEV-4c5fde,2026-05-27T00:22:26.444001,179486.27999999997,23
30105e11-8624-4027-b7e8-c1fe7777b704,2,8328.79,CARD,WITHDRAWAL,IN,KNOWN-2,2026-05-27T00:46:26.444001,180259.41999999995,23
b7a4e16b-344b-4c1e-82da-5eed3ef46fdd,2,10984.47,CARD,TRANSFER,IN,DEV-7caef8,2026-05-27T01:01:26.444001,188588.20999999996,24
8f777bf4-be89-4c71-85a7-2b073f23a5ee,2,10535.8,UPI,TRANSFER,IN,KNOWN-2,2026-05-27T02:50:26.444001,183347.99,23
273f6442-ce86-4dee-95ae-74c28ebdf143,2,4345.97,CARD,DEPOSIT,IN,KNOWN-2,2026-05-27T03:43:26.444001,182223.83999999997,23
83e5430f-c989-4d4b-b0fa-444d888c28a1,2,5614.91,UPI,TRANSFER,IN,DEV-39fae0,2026-05-27T05:14:26.444001,186569.80999999997,24
71e1ab34-0f62-48da-b9a1-a2f7785d5376,2,10014.84,UPI,DEPOSIT,IN,DEV-236ab7,2026-05-27T05:38:26.444001,179951.05,24
daa21588-1a34-4af9-8d9d-b94e70b29b3e,2,8322.75,CARD,WITHDRAWAL,IN,KNOWN-2,2026-05-27T06:20:26.444001,189965.88999999998,25
8368e682-2a8d-4ba9-84eb-cc3f5ee08ec3,2,2752.23,NET_BANKING,TRANSFER,IN,DEV-b4842a,2026-05-27T08:17:26.444001,187176.91999999998,25
b96a3ed4-eaa2-4dcf-abdd-835469ec3ede,3,22814.9,NET_BANKING,TRANSFER,IN,KNOWN-3,2026-05-25T18:58:26.444283,0,0
e2de0c26-8fb3-4b62-b0c0-f66357245384,3,10939.38,CARD,WITHDRAWAL,IN,KNOWN-3,2026-05-25T20:41:26.444283,22814.9,1
9845ca42-f4af-4ae4-a611-e423cab93cfe,3,9566.15,CARD,TRANSFER,IN,DEV-e11d47,2026-05-25T21:26:26.444283,33754.28,2
7a6bab60-5c81-4d9d-bb1f-a6d655c54e83,3,15234.98,CARD,TRANSFER,SG,DEV-2a929f,2026-05-25T22:43:26.444283,43320.43,3
d7bd2b11-dfc2-4718-930c-3e84a64942a4,3,7463.53,CARD,WITHDRAWAL,IN,DEV-d16307,2026-05-26T00:09:26.444283,58555.41,4
299ed644-aa96-414c-8b37-618f9d216401,3,20977.35,CARD,DEPOSIT,IN,KNOWN-3,2026-05-26T00:42:26.444283,66018.94,5
ff87c7cc-3b4c-4555-ab83-c61417a0c3b8,3,11759.5,CARD,WITHDRAWAL,IN,KNOWN-3,2026-05-26T01:56:26.444283,86996.29000000001,6
4832065e-80cc-41ad-ba19-78be154d5efb,3,6976.93,NET_BANKING,TRANSFER,IN,KNOWN-3,2026-05-26T02:23:26.444283,98755.79000000001,7
5a94ee9f-7f1c-455c-9b9f-d247368fb6e3,3,22267.64,CARD,TRANSFER,IN,KNOWN-3,2026-05-26T03:59:26.444283,105732.72,8
a34ceedd-0d10-46a2-bf5e-a867fd68f52f,3,18424.88,CARD,WITHDRAWAL,IN,KNOWN-3,2026-05-26T05:13:26.444283,128000.36,9
cf768393-928b-4d61-a953-3d04ab2c8642,3,24103.81,CARD,DEPOSIT,IN,DEV-9f8bae,2026-05-26T07:07:26.444283,146425.24,10
b306f08b-f687-4929-82b4-14aaa99df5ad,3,8134.17,UPI,WITHDRAWAL,IN,KNOWN-3,2026-05-26T07:37:26.444283,170529.05,11
77e87dea-51a9-4f68-8e5b-5a0c09ffd1b9,3,17398.61,CARD,TRANSFER,IN,DEV-051d33,2026-05-26T08:53:26.444283,178663.22,12
19145287-e337-429d-84fe-9e3180234483,3,22561.06,CARD,DEPOSIT,US,KNOWN-3,2026-05-26T10:37:26.444283,196061.83000000002,13
e2bee927-cf36-480b-bac2-c0eaaadab1e4,3,6434.84,CARD,TRANSFER,IN,DEV-64d113,2026-05-26T10:46:26.444283,218622.89,14
08b83a91-bbb6-4a7b-9d8a-cec9ffed005a,3,24062.04,CARD,TRANSFER,IN,DEV-c8a768,2026-05-26T11:25:26.444283,225057.73,15
643c72db-fa75-4368-ba3a-2af5e96f0f66,3,5008.0,CARD,WITHDRAWAL,IN,KNOWN-3,2026-05-26T13:09:26.444283,249119.77000000002,16
6da460f7-6c01-4c61-b022-9aa182d1c54a,3,22304.53,CARD,WITHDRAWAL,IN,KNOWN-3,2026-05-26T15:07:26.444283,254127.77000000002,17
5f0ae978-ab3a-473c-bc4a-1f2aa3477bfd,3,8891.47,NET_BANKING,TRANSFER,IN,KNOWN-3,2026-05-26T15:17:26.444283,276432.30000000005,18
db3c069d-70db-46df-b99a-2c832cf8168f,3,13967.3,CARD,TRANSFER,IN,KNOWN-3,2026-05-26T16:59:26.444283,285323.77,19
d65e7075-0b25-43a8-ae49-8cccb298f861,3,8318.72,CARD,WITHDRAWAL,IN,KNOWN-3,2026-05-26T18:44:26.444283,299291.07,20
530e4b9d-95d5-413b-a2cb-9778ee984cd1,3,17436.79,CARD,WITHDRAWAL,IN,KNOWN-3,2026-05-26T19:16:26.444283,284794.88999999996,20
17003177-6e0e-4a2f-98b2-b5fb0b983ae6,3,22715.66,CARD,TRANSFER,IN,DEV-5b7e0e,2026-05-26T19:46:26.444283,302231.67999999993,21
416913f0-060b-4b7a-8dbf-6f782fc938a9,3,14053.22,UPI,WITHDRAWAL,IN,KNOWN-3,2026-05-26T21:19:26.444283,314007.95999999996,21
48431018-93bf-4846-bcb1-fbf6b9d4e565,3,19620.29,CARD,TRANSFER,IN,KNOWN-3,2026-05-26T23:15:26.444283,303260.04999999993,20
9528a2b1-ec7a-447e-9d61-c9e0aefbe9d1,3,18749.65,CARD,WITHDRAWAL,IN,KNOWN-3,2026-05-26T23:33:26.444283,322880.3399999999,21
47645b63-d8a3-4f25-b63e-a8d092706a95,3,11368.47,CARD,TRANSFER,IN,KNOWN-3,2026-05-27T01:04:26.444283,313189.11,20
a209fd1a-5ec5-4dc5-853d-0c94c09b5a12,3,6160.35,CARD,WITHDRAWAL,IN,KNOWN-3,2026-05-27T02:50:26.444283,305821.14999999997,19
907ae224-a7ea-4f1e-92ad-4ee142b18fbe,3,7532.43,CARD,WITHDRAWAL,IN,DEV-bf7844,2026-05-27T03:38:26.444283,311981.49999999994,20
4f31916a-f903-423e-8b6c-bc0a66c17e14,3,10778.69,CARD,WITHDRAWAL,IN,KNOWN-3,2026-05-27T04:01:26.444283,297246.29,20
4a31f5f5-7ac2-489e-9d26-58be88a485da,3,24791.12,CARD,DEPOSIT,SG,KNOWN-3,2026-05-27T04:28:26.444283,308024.98,21
4e11a2b5-d763-4e1d-83c1-1e00252bcea8,3,5494.34,CARD,WITHDRAWAL,IN,KNOWN-3,2026-05-27T06:15:26.444283,314391.22,21
755e4cc7-ddd6-49d8-a681-280cdaefb333,3,19997.1,CARD,WITHDRAWAL,IN,DEV-7b03e6,2026-05-27T07:05:26.444283,319885.56,22
03bee4a9-e284-4b63-b7ee-87c8802a2242,3,20896.61,CARD,WITHDRAWAL,IN,KNOWN-3,2026-05-27T08:20:26.444283,307644.68,21
bd7f8e9c-dc47-4925-8cf9-9bc7139d9e65,3,20227.87,CARD,WITHDRAWAL,IN,KNOWN-3,2026-05-27T09:19:26.444283,311142.68,21
7f3ad8f9-129f-4c01-8628-c0e7e492e20d,3,10688.66,UPI,WITHDRAWAL,IN,KNOWN-3,2026-05-27T10:05:26.444283,331370.55,22
2f42aa7e-9d0c-4a3a-9352-d6d65305131c,3,20217.7,CARD,TRANSFER,IN,KNOWN-3,2026-05-27T11:46:26.444283,289001.26999999996,20
3c972acc-1a8c-4f82-969f-1f6088ed24db,4,4407.06,CARD,WITHDRAWAL,SG,KNOWN-4,2026-05-25T18:29:26.444526,0,0
e067c457-7e1e-4239-bb63-e0cd672cce3f,4,1726.34,CARD,WITHDRAWAL,IN,KNOWN-4,2026-05-25T19:50:26.444526,4407.06,1
3a24c18e-22a3-431a-82f9-ae8cef64424c,4,3192.51,CARD,WITHDRAWAL,IN,DEV-5d805c,2026-05-25T21:08:26.444526,6133.400000000001,2
9ec0bed3-fa1d-4400-bd71-0afb17782ec3,4,4563.92,CARD,WITHDRAWAL,IN,KNOWN-4,2026-05-25T22:43:26.444526,9325.91,3
1be56188-822b-4a68-abc3-46b851aa8efd,4,2409.44,CARD,WITHDRAWAL,IN,KNOWN-4,2026-05-25T23:31:26.444526,13889.83,4
423c6d51-2b8e-4555-8dfc-734bd0e545e4,4,4829.99,NET_BANKING,WITHDRAWAL,IN,KNOWN-4,2026-05-25T23:42:26.444526,16299.27,5
c467f693-51fb-4c1e-8247-6fc8d045bb76,4,3663.95,UPI,TRANSFER,IN,KNOWN-4,2026-05-26T00:48:26.444526,21129.260000000002,6
78a38fa1-3f18-4e5c-9710-a9761e7502a5,4,3544.9,CARD,TRANSFER,SG,KNOWN-4,2026-05-26T02:07:26.444526,24793.210000000003,7
2314316f-b8d5-43bd-9c67-5109503f0458,4,4790.16,CARD,WITHDRAWAL,IN,KNOWN-4,2026-05-26T03:28:26.444526,28338.110000000004,8
5158522d-e688-43d1-81eb-0a28f8dcc6c8,4,1769.58,CARD,DEPOSIT,IN,KNOWN-4,2026-05-26T04:35:26.444526,33128.270000000004,9
fa9baa03-7f70-4fd0-9ca2-1cdcc3076602,4,1214.11,CARD,WITHDRAWAL,IN,KNOWN-4,2026-05-26T05:05:26.444526,34897.850000000006,10
ed63d34d-0ace-459e-9afe-1783f98ae0c4,4,1422.63,CARD,WITHDRAWAL,IN,KNOWN-4,2026-05-26T05:32:26.444526,36111.96000000001,11
fad6fc51-d921-4466-8e3d-b67258f5a476,4,2095.49,CARD,TRANSFER,SG,KNOWN-4,2026-05-26T07:16:26.444526,37534.590000000004,12
05556bcb-0c03-47e5-a6d7-aebd3e4b491f,4,2416.85,CARD,DEPOSIT,IN,KNOWN-4,2026-05-26T07:21:26.444526,39630.08,13
51d11308-5fca-4651-97f2-3eec9ebbea35,4,1285.22,CARD,WITHDRAWAL,IN,KNOWN-4,2026-05-26T09:20:26.444526,42046.93,14
75c7b768-3475-4707-a423-a6ca5b793657,4,2627.57,NET_BANKING,TRANSFER,IN,KNOWN-4,2026-05-26T10:46:26.444526,43332.15,15
7298d1f0-f02f-4863-bbcb-13b26e5cbd2c,4,2657.51,CARD,TRANSFER,IN,KNOWN-4,2026-05-26T11:24:26.444526,45959.72,16
eaa84d14-3b1f-49a2-a5a4-d5e1ca7a077a,4,2925.87,CARD,TRANSFER,IN,KNOWN-4,2026-05-26T12:02:26.444526,48617.23,17
d99cdbcd-66ee-42e2-bc8e-40231cc3be94,4,2997.39,CARD,DEPOSIT,IN,KNOWN-4,2026-05-26T13:38:26.444526,51543.100000000006,18
2ac3fbdc-58e0-4f04-8ed2-689fdb94e009,4,2196.61,CARD,TRANSFER,IN,DEV-94e0db,2026-05-26T14:41:26.444526,54540.490000000005,19
2126146a-96ec-4296-9aa6-afdb0cc71f95,5,27921.75,CARD,WITHDRAWAL,IN,KNOWN-5,2026-05-25T17:22:26.444643,0,0
fd78c564-2162-46cf-8f9f-e1faf65f9d52,5,23419.19,UPI,TRANSFER,IN,KNOWN-5,2026-05-25T17:56:26.444643,27921.75,1
f2c57f27-c761-4ecc-8277-e41d98044ccd,5,10812.28,NET_BANKING,DEPOSIT,IN,DEV-aa05a2,2026-05-25T18:25:26.444643,51340.94,2
bc1cb957-e1dd-427e-8a1c-6c8f823faf23,5,30131.56,CARD,DEPOSIT,SG,DEV-1c79ee,2026-05-25T19:39:26.444643,62153.22,3
761ca211-b20d-45e2-b67f-36afb4012bfd,5,13606.51,CARD,WITHDRAWAL,IN,KNOWN-5,2026-05-25T21:05:26.444643,92284.78,4
e45e5a5a-8514-4138-8c1f-2976846f4ca7,5,32393.58,CARD,TRANSFER,IN,DEV-92f1e7,2026-05-25T22:29:26.444643,105891.29,5
e50fbdbd-00cd-4c77-afad-2356101ac837,5,47596.73,CARD,TRANSFER,IN,KNOWN-5,2026-05-25T23:27:26.444643,138284.87,6
78a6418b-3ec6-48dd-83ea-597992248848,5,21421.05,CARD,WITHDRAWAL,IN,KNOWN-5,2026-05-26T01:00:26.444643,185881.6,7
bd5a2994-7133-41e2-b0c5-206e67e7a23e,5,39564.22,CARD,TRANSFER,IN,KNOWN-5,2026-05-26T01:29:26.444643,207302.65,8
98328b4e-4819-453f-bb0f-c41113374e48,5,20108.31,CARD,DEPOSIT,IN,KNOWN-5,2026-05-26T01:59:26.444643,246866.87,9
7448b8dd-61a3-4f11-bbf3-c6d340502d20,5,33490.96,CARD,WITHDRAWAL,US,KNOWN-5,2026-05-26T02:38:26.444643,266975.18,10
7b4cc475-9327-4e90-bc1a-648602103946,5,39519.19,CARD,WITHDRAWAL,IN,KNOWN-5,2026-05-26T03:56:26.444643,300466.14,11
b0e09337-55a0-4cc0-8904-ab0fcd137c42,5,47175.93,CARD,WITHDRAWAL,IN,KNOWN-5,2026-05-26T05:42:26.444643,339985.33,12
a065239e-e420-40ae-9205-4724939fd30b,5,40370.19,CARD,WITHDRAWAL,IN,KNOWN-5,2026-05-26T07:08:26.444643,387161.26,13
de7809fe-0b36-46a2-a4ad-f040df92ebfa,5,38639.93,CARD,WITHDRAWAL,IN,KNOWN-5,2026-05-26T07:59:26.444643,427531.45,14
fe6bc313-4ab0-4ee8-8ed8-f05de88a0521,5,11386.44,CARD,WITHDRAWAL,IN,KNOWN-5,2026-05-26T08:56:26.444643,466171.38,15
9d74fcdd-0b07-4071-90a8-a8c2d6faff1f,5,10884.67,CARD,WITHDRAWAL,IN,KNOWN-5,2026-05-26T10:03:26.444643,477557.82,16
b12b6e70-cca5-4203-89a6-63ffb347bfce,5,20203.2,CARD,WITHDRAWAL,IN,DEV-2e9d94,2026-05-26T10:27:26.444643,488442.49,17
bf5efdfe-9b34-4338-ad90-78a661d3faa5,5,18401.58,NET_BANKING,DEPOSIT,IN,KNOWN-5,2026-05-26T10:38:26.444643,508645.69,18
93891969-72c2-4407-abbd-a91ecb6e2999,5,44262.24,NET_BANKING,WITHDRAWAL,IN,KNOWN-5,2026-05-26T11:18:26.444643,527047.27,19
6a7838fb-2d3b-4a96-b0d6-82a3012fdb64,5,16107.33,CARD,WITHDRAWAL,IN,KNOWN-5,2026-05-26T12:36:26.444643,571309.51,20
9ccaa42a-8be3-4d0e-9685-cafd813c590c,5,31263.11,NET_BANKING,WITHDRAWAL,IN,KNOWN-5,2026-05-26T14:31:26.444643,587416.84,21
1c41fb81-96e4-47a9-94d5-4f8a4e2555cb,5,42523.13,CARD,TRANSFER,IN,KNOWN-5,2026-05-26T15:05:26.444643,618679.95,22
b4fc1d6f-2386-4635-bf04-82e7cc473bd8,5,47959.2,CARD,TRANSFER,IN,KNOWN-5,2026-05-26T16:42:26.444643,661203.08,23
7754b83b-7e14-43aa-97c8-05e8d4df139d,5,35998.51,UPI,DEPOSIT,IN,KNOWN-5,2026-05-26T18:39:26.444643,647009.0599999999,21
d4f6bda4-5d8b-409a-8863-e088cffa4a02,5,48137.42,CARD,WITHDRAWAL,IN,KNOWN-5,2026-05-26T19:34:26.444643,683007.57,22
e032c76d-427f-4aae-bbd8-78a7e3b83a30,5,31802.22,UPI,TRANSFER,AE,KNOWN-5,2026-05-26T20:25:26.444643,701013.43,22
4d02ad05-f686-499c-b253-cc7e250debb1,5,15796.74,CARD,WITHDRAWAL,IN,DEV-873f98,2026-05-26T20:48:26.444643,732815.65,23
4edeb1d2-54f6-447a-8ff9-8cd739a534d0,5,14936.91,CARD,WITHDRAWAL,IN,KNOWN-5,2026-05-26T21:51:26.444643,735005.88,23
daf0f9d7-33d1-4c99-83d7-b3b7d6c4e746,5,19958.63,CARD,WITHDRAWAL,IN,KNOWN-5,2026-05-26T23:12:26.444643,717549.21,23
f6d24e63-f0d3-400e-9cfc-2d3a1fd7aa5e,5,22825.12,UPI,TRANSFER,IN,KNOWN-5,2026-05-26T23:30:26.444643,689911.1100000001,23
606a7eb3-a685-49f2-a19c-b9b2854c83ae,5,39304.5,CARD,DEPOSIT,IN,DEV-d2b419,2026-05-27T00:19:26.444643,712736.2300000001,24
7d743661-c287-4f3a-b418-6289b6a28036,5,36357.13,CARD,TRANSFER,SG,KNOWN-5,2026-05-27T01:54:26.444643,691055.4600000001,23
312a4fa9-f8b7-438f-bba8-233c434b96cb,5,34990.07,CARD,TRANSFER,IN,KNOWN-5,2026-05-27T03:04:26.444643,673813.3200000001,22
730c4898-0ba3-4566-b70b-7f26fcfe30ea,5,39659.31,CARD,TRANSFER,SG,KNOWN-5,2026-05-27T03:55:26.444643,708803.39,23
082b83ce-7970-4d4c-85d7-823e4cdacb79,6,6042.31,NET_BANKING,TRANSFER,IN,DEV-2edfd7,2026-05-25T18:34:26.444873,0,0
27267791-3c2a-430d-8cba-795a336e197e,6,20741.66,UPI,DEPOSIT,IN,DEV-625d51,2026-05-25T19:36:26.444873,6042.31,1
a286af99-57b1-4446-9bb8-871f0f1385f9,6,10152.21,UPI,TRANSFER,IN,KNOWN-6,2026-05-25T20:07:26.444873,26783.97,2
5bce04e8-b278-4263-a819-5bedb177497f,6,18981.52,UPI,DEPOSIT,IN,DEV-c54778,2026-05-25T21:28:26.444873,36936.18,3
6b69be0c-f670-4269-9028-5adc265bd376,6,20010.08,UPI,DEPOSIT,IN,KNOWN-6,2026-05-25T23:21:26.444873,55917.7,4
2be49efb-261f-4f73-b730-0649ed3395aa,6,24306.54,NET_BANKING,TRANSFER,IN,KNOWN-6,2026-05-25T23:33:26.444873,75927.78,5
85c0c748-db7f-4a0d-88c9-37a6d8dede03,6,22613.89,UPI,WITHDRAWAL,IN,DEV-217c8c,2026-05-26T01:11:26.444873,100234.32,6
5cc51ad4-1f27-4a73-bfcf-d5b65229140c,6,16996.85,UPI,DEPOSIT,US,KNOWN-6,2026-05-26T01:33:26.444873,122848.21,7
f7bfadd2-9453-4426-91ab-5b2c4a47ae33,6,5907.51,UPI,WITHDRAWAL,IN,KNOWN-6,2026-05-26T01:56:26.444873,139845.06,8
d241f28d-b032-42a3-bc5b-0e1fda789c44,6,19060.4,UPI,DEPOSIT,US,KNOWN-6,2026-05-26T02:40:26.444873,145752.57,9
f04af470-2c4e-47c7-82d8-67b21f82947f,6,5791.95,UPI,WITHDRAWAL,IN,KNOWN-6,2026-05-26T04:06:26.444873,164812.97,10
3bfb071e-bc02-46cd-b920-5002d745da83,6,6033.97,CARD,TRANSFER,IN,KNOWN-6,2026-05-26T05:59:26.444873,170604.92,11
513c42da-3bf2-4d65-b800-5c71c61549a9,6,20866.34,NET_BANKING,DEPOSIT,US,KNOWN-6,2026-05-26T06:49:26.444873,176638.89,12
da69503f-ba5a-48ab-9972-086caf00ed3e,6,19479.88,UPI,DEPOSIT,IN,KNOWN-6,2026-05-26T07:25:26.444873,197505.23,13
02d2e647-c105-47d9-a23d-d231c78828a6,6,7710.19,UPI,TRANSFER,IN,DEV-383b14,2026-05-26T07:47:26.444873,216985.11000000002,14
a0b08870-2fb3-4e23-a27e-b6ee95faddd5,6,22744.24,UPI,DEPOSIT,IN,KNOWN-6,2026-05-26T08:06:26.444873,224695.30000000002,15
32cd8f5c-09ad-4a42-9c6f-7ac9b32dec77,6,20072.25,CARD,DEPOSIT,IN,KNOWN-6,2026-05-26T09:16:26.444873,247439.54,16
45589e8d-8155-468d-a8ae-e516c2c6b8b3,6,15982.65,UPI,WITHDRAWAL,IN,KNOWN-6,2026-05-26T11:07:26.444873,267511.79000000004,17
