transaction_id,user_id,amount,channel,transaction_type,source_account,target_account,country,device_id,transaction_time,total_amount_last_24h,txn_count_last_24h,transaction_status,is_fraud,soft_risk_score
3bd93f7d-8b68-4e84-a672-f6b046225dce,2665,81.05,UPI,DEPOSIT,ACC-186,ACC-276,HK,DEV_REGULAR,2026-01-29 04:36:22.389813+00:00,426.34,3,APPROVED,0,10
07985cad-8084-41eb-833c-aa6411e95faf,6809,3971.3,UPI,TRANSFER,ACC-161,ACC-296,IN,DEV_REGULAR,2026-01-29 04:36:22.389820+00:00,4531.88,3,APPROVED,0,10
b8781237-68d5-406f-9dc0-9c50bfaa7da5,9464,4410.01,CARD,TRANSFER,ACC-146,ACC-263,SG,DEV_REGULAR,2026-01-29 04:36:22.389846+00:00,7919.03,5,APPROVED,0,25
be9a212d-6b1d-407c-aad0-f2edf224873b,1742,14091.56,CARD,DEPOSIT,ACC-109,ACC-212,SG,DEV_Y,2026-01-29 04:36:22.389853+00:00,36835.72,12,APPROVED,0,45
0c605963-2e92-4363-bcfc-0aa64806d6a1,9616,1009.7,UPI,DEPOSIT,ACC-188,ACC-291,US,DEV_REGULAR,2026-01-29 04:36:22.389860+00:00,7359.23,5,APPROVED,0,10
3005ad7d-6f28-40d5-897a-e3405e768bfb,4623,1604.97,NET_BANKING,DEPOSIT,ACC-104,ACC-203,US,DEV_REGULAR,2026-01-29 04:36:22.389865+00:00,8719.98,1,APPROVED,0,10
549a51fb-a1b0-4cdf-8136-2cd6076cfc8b,3820,3445.71,NET_BANKING,TRANSFER,ACC-165,ACC-269,HK,DEV_REGULAR,2026-01-29 04:36:22.389871+00:00,1973.4,2,APPROVED,0,10
93c8c527-9939-455b-a098-aeb3fcedfef2,7154,2961.78,UPI,DEPOSIT,ACC-157,ACC-264,SG,DEV_REGULAR,2026-01-29 04:36:22.389881+00:00,8997.93,1,APPROVED,0,10
e2eda4da-9844-43cd-b25a-c32524fd5a84,9160,1559.1,CARD,TRANSFER,ACC-107,ACC-240,SG,DEV_REGULAR,2026-01-29 04:36:22.389887+00:00,4667.76,2,APPROVED,0,25
db8686a1-0002-4bff-b4ac-8ff1e5488e72,4101,3803.47,CARD,DEPOSIT,ACC-165,ACC-251,IN,DEV_REGULAR,2026-01-29 04:36:22.389892+00:00,1247.41,3,APPROVED,0,25
4db2bf99-7d70-47cc-bd95-22de6d689793,7678,4681.2,UPI,DEPOSIT,ACC-171,ACC-286,SG,DEV_REGULAR,2026-01-29 04:36:22.389898+00:00,9478.34,3,APPROVED,0,10
e7c6a12f-35d1-40b3-9029-0b23dc244649,7789,1197.16,CARD,WITHDRAWAL,ACC-153,ACC-237,IN,DEV_REGULAR,2026-01-29 04:36:22.389903+00:00,511.35,4,APPROVED,0,40
b8bb82b8-6280-4c66-b2df-0886ad6dd03c,1769,4764.52,NET_BANKING,WITHDRAWAL,ACC-139,ACC-257,US,DEV_REGULAR,2026-01-29 04:36:22.389909+00:00,6526.47,5,APPROVED,0,25
85e48050-6343-4fef-9fd3-f415b14724f1,6201,4665.47,NET_BANKING,DEPOSIT,ACC-102,ACC-243,SG,DEV_REGULAR,2026-01-29 04:36:22.389914+00:00,9291.27,5,APPROVED,0,10
0dfda4c4-88f3-4176-9402-7ed1c03d8f0f,4553,646.24,CARD,TRANSFER,ACC-182,ACC-214,SG,DEV_REGULAR,2026-01-29 04:36:22.389919+00:00,3884.75,4,APPROVED,0,25
f4a13ac3-828e-4e52-b9b7-2eaa2b251808,1364,1365.04,CARD,TRANSFER,ACC-111,ACC-293,IN,DEV_REGULAR,2026-01-29 04:36:22.389924+00:00,7046.4,1,APPROVED,0,25
b0c8ab8c-05a1-408f-82f8-3dda88580839,8744,3047.84,CARD,WITHDRAWAL,ACC-100,ACC-225,HK,DEV_REGULAR,2026-01-29 04:36:22.389930+00:00,3955.4,1,APPROVED,0,40
e8bb139c-b802-436b-b582-c1d3a22bf472,3746,1087.28,NET_BANKING,WITHDRAWAL,ACC-151,ACC-289,SG,DEV_REGULAR,2026-01-29 04:36:22.389936+00:00,4849.55,1,APPROVED,0,25
b28b4b5a-aa45-4fe7-8d3b-8c45164d1263,7853,2321.84,CARD,TRANSFER,ACC-106,ACC-204,SG,DEV_REGULAR,2026-01-29 04:36:22.389941+00:00,8502.86,5,APPROVED,0,25
5510fbae-d7e3-4119-a524-c7a667bf1c84,1251,2494.31,UPI,TRANSFER,ACC-117,ACC-282,SG,DEV_REGULAR,2026-01-29 04:36:22.389946+00:00,9534.76,2,APPROVED,0,10
83440117-48fe-4468-9d2c-2bb88df67397,3504,1068.87,CARD,WITHDRAWAL,ACC-115,ACC-248,US,DEV_REGULAR,2026-01-29 04:36:22.389951+00:00,9415.73,4,APPROVED,0,40
39efebd8-8491-4703-bc36-8df1bca052c7,3621,4420.31,NET_BANKING,DEPOSIT,ACC-178,ACC-249,HK,DEV_REGULAR,2026-01-29 04:36:22.389956+00:00,718.35,5,APPROVED,0,10
5d74a4b2-8e04-468a-96a5-70c2726b9e21,5623,4879.4,NET_BANKING,DEPOSIT,ACC-181,ACC-255,US,DEV_REGULAR,2026-01-29 04:36:22.389962+00:00,1273.26,4,APPROVED,0,10
c3d68c55-ace4-4dfe-be1f-9053cba41c42,5519,489.66,NET_BANKING,TRANSFER,ACC-107,ACC-220,HK,DEV_REGULAR,2026-01-29 04:36:22.389967+00:00,5317.15,2,APPROVED,0,10
8f4b4c97-2c46-47fa-8b52-64d4db77a22c,4565,2331.51,UPI,DEPOSIT,ACC-101,ACC-221,HK,DEV_REGULAR,2026-01-29 04:36:22.389972+00:00,6246.54,1,APPROVED,0,10
7f7289ce-2230-4e2f-9754-d08e5f1dc32b,5003,4003.56,NET_BANKING,TRANSFER,ACC-155,ACC-269,SG,DEV_REGULAR,2026-01-29 04:36:22.389983+00:00,620.0,3,APPROVED,0,10
d03460e0-19e0-4519-87f3-c860ab77f2b6,1896,20688.28,CARD,DEPOSIT,ACC-170,ACC-244,IN,DEV_X,2026-01-29 04:36:22.389995+00:00,50001.28,21,APPROVED,0,65
b580515d-9bb6-486b-b954-97c430e204ec,8418,1977.36,UPI,DEPOSIT,ACC-133,ACC-291,IN,DEV_REGULAR,2026-01-29 04:36:22.390001+00:00,2341.13,4,APPROVED,0,10
215ea4e0-7a2d-4628-aaef-f3b43b045642,4250,4349.32,CARD,TRANSFER,ACC-118,ACC-201,SG,DEV_REGULAR,2026-01-29 04:36:22.390006+00:00,7907.01,2,APPROVED,0,25
49fa7ed5-9554-4686-a57f-559c6d8f4b31,8796,2002.54,NET_BANKING,WITHDRAWAL,ACC-147,ACC-244,HK,DEV_REGULAR,2026-01-29 04:36:22.390011+00:00,9683.0,1,APPROVED,0,25
75f35347-e51c-4e1e-8fcc-01ac5e1d4423,7037,2368.65,NET_BANKING,WITHDRAWAL,ACC-123,ACC-240,HK,DEV_REGULAR,2026-01-29 04:36:22.390017+00:00,2118.04,2,APPROVED,0,25
e0a6ca9a-e326-48c7-a84d-371f6e5155b2,7600,2305.37,NET_BANKING,TRANSFER,ACC-150,ACC-281,IN,DEV_REGULAR,2026-01-29 04:36:22.390022+00:00,8061.84,3,APPROVED,0,10
350e6a3d-77ca-4d68-b4ac-777c0e3c9707,7552,2446.93,UPI,DEPOSIT,ACC-100,ACC-240,HK,DEV_REGULAR,2026-01-29 04:36:22.390033+00:00,4042.78,4,APPROVED,0,10
95dcb8e5-f5c9-4e2f-9bd0-1a836112947e,5805,2959.69,CARD,DEPOSIT,ACC-190,ACC-245,IN,DEV_REGULAR,2026-01-29 04:36:22.390043+00:00,6414.19,5,APPROVED,0,25
69d18d13-0ead-4bff-8f94-c3b6ca96cae7,7220,2014.54,CARD,DEPOSIT,ACC-132,ACC-205,HK,DEV_REGULAR,2026-01-29 04:36:22.390049+00:00,2037.34,4,APPROVED,0,25
f6f6d40d-2c57-4f84-b374-05e307084007,6532,1751.32,UPI,TRANSFER,ACC-139,ACC-285,HK,DEV_REGULAR,2026-01-29 04:36:22.390054+00:00,2102.4,3,APPROVED,0,10
44156fb1-fe26-4581-a10f-b486feb4f43e,5123,92.26,UPI,DEPOSIT,ACC-168,ACC-238,HK,DEV_REGULAR,2026-01-29 04:36:22.390060+00:00,8901.5,5,APPROVED,0,10
3786d53c-0527-45af-a00f-45d74f94fe3c,8052,1387.92,CARD,WITHDRAWAL,ACC-102,ACC-226,IN,DEV_REGULAR,2026-01-29 04:36:22.390073+00:00,2162.7,3,APPROVED,0,40
468a630f-0930-42c7-8e4d-c1a1cd4f22aa,8366,2292.26,UPI,DEPOSIT,ACC-190,ACC-203,IN,DEV_REGULAR,2026-01-29 04:36:22.390079+00:00,5670.91,1,APPROVED,0,10
1b09ae25-6371-4a58-a891-28307af6427d,3315,2144.12,UPI,TRANSFER,ACC-192,ACC-207,IN,DEV_REGULAR,2026-01-29 04:36:22.390085+00:00,9937.3,3,APPROVED,0,10
bab0bf1f-01a3-429d-a1da-091fa9e43662,6692,1673.49,UPI,TRANSFER,ACC-198,ACC-220,IN,DEV_REGULAR,2026-01-29 04:36:22.390090+00:00,3686.6,1,APPROVED,0,10
ddbefada-0efc-43d2-a3c0-1d497a3d26d1,8417,506.36,NET_BANKING,TRANSFER,ACC-174,ACC-274,US,DEV_REGULAR,2026-01-29 04:36:22.390102+00:00,4236.46,3,APPROVED,0,10
29b435c7-f95f-4ea9-9d28-8c3c20db3da3,9764,34959.51,NET_BANKING,TRANSFER,ACC-142,ACC-272,SG,NEW_DEV_Z,2026-01-29 04:36:22.390108+00:00,47207.53,7,APPROVED,0,50
dc46774c-e330-4aea-8c01-822216be4386,1540,4272.5,CARD,WITHDRAWAL,ACC-124,ACC-208,SG,DEV_REGULAR,2026-01-29 04:36:22.390114+00:00,1953.68,5,APPROVED,0,40
57c7d5aa-5392-490a-a33d-86efb09a97bf,3973,43292.09,CARD,TRANSFER,ACC-184,ACC-282,IN,DEV_Y,2026-01-29 04:36:22.390119+00:00,87845.6,23,APPROVED,0,85
5a4c7b33-91be-46df-8403-e837fe3fcf57,6357,2300.41,UPI,DEPOSIT,ACC-199,ACC-264,IN,DEV_REGULAR,2026-01-29 04:36:22.390125+00:00,5587.69,1,APPROVED,0,10
9eddbb0a-2550-4e9f-8516-cbb7dfd16f6c,2999,4878.25,CARD,TRANSFER,ACC-106,ACC-232,US,DEV_REGULAR,2026-01-29 04:36:22.390130+00:00,5820.91,5,APPROVED,0,25
24bf033b-5260-4010-b9a4-d8be0e736e88,4296,2977.7,UPI,DEPOSIT,ACC-151,ACC-215,SG,DEV_REGULAR,2026-01-29 04:36:22.390136+00:00,307.92,3,APPROVED,0,10
6b8cd429-169b-42c9-ac92-5bce3dceef66,7811,2100.42,CARD,DEPOSIT,ACC-188,ACC-273,US,DEV_REGULAR,2026-01-29 04:36:22.390141+00:00,4215.44,4,APPROVED,0,25
b62cad23-1520-43e8-b98d-a2dcc6b71686,5826,3009.09,NET_BANKING,WITHDRAWAL,ACC-178,ACC-206,SG,DEV_REGULAR,2026-01-29 04:36:22.390146+00:00,4882.14,2,APPROVED,0,25
26d68c1e-ab33-46e6-8313-c57b6ff6381f,6563,3721.72,CARD,WITHDRAWAL,ACC-196,ACC-291,HK,DEV_REGULAR,2026-01-29 04:36:22.390151+00:00,1592.88,2,APPROVED,0,40
e4842310-999c-40da-ba6a-96ae006f848b,8968,2021.57,CARD,DEPOSIT,ACC-198,ACC-291,HK,DEV_REGULAR,2026-01-29 04:36:22.390156+00:00,5249.93,1,APPROVED,0,25
e1c09bd2-2704-4b6c-beca-5c237a07a7da,6252,861.52,CARD,DEPOSIT,ACC-123,ACC-242,US,DEV_REGULAR,2026-01-29 04:36:22.390162+00:00,4146.63,3,APPROVED,0,25
50040d8b-fb68-4a41-81b1-0ce5081a322b,2165,3874.07,NET_BANKING,WITHDRAWAL,ACC-189,ACC-298,SG,DEV_REGULAR,2026-01-29 04:36:22.390167+00:00,1009.13,4,APPROVED,0,25
db420321-d3bd-474a-a322-09ac13d6b1be,1370,1323.84,NET_BANKING,WITHDRAWAL,ACC-105,ACC-244,HK,DEV_REGULAR,2026-01-29 04:36:22.390178+00:00,2113.43,1,APPROVED,0,25
33c1927a-bb33-46a2-a6f6-9101b5e28f59,9777,3826.98,NET_BANKING,TRANSFER,ACC-137,ACC-236,SG,DEV_REGULAR,2026-01-29 04:36:22.390188+00:00,9941.62,4,APPROVED,0,10
166b8fcf-8f92-4e48-837b-b4eccd1efaa1,1884,2198.45,UPI,TRANSFER,ACC-186,ACC-260,IN,DEV_REGULAR,2026-01-29 04:36:22.390194+00:00,749.01,4,APPROVED,0,10
c2ee70fe-dbb7-4640-830a-ff171985bf37,9553,3233.06,CARD,TRANSFER,ACC-189,ACC-237,US,DEV_REGULAR,2026-01-29 04:36:22.390199+00:00,9241.88,5,APPROVED,0,25
2dc3742e-f118-4c43-aba5-f5d2d33f4ac1,1765,37816.79,NET_BANKING,TRANSFER,ACC-140,ACC-248,HK,DEV_Y,2026-01-29 04:36:22.390210+00:00,775.89,16,APPROVED,0,50
71b46a71-baa6-4dfb-8f8b-6b6ba9603584,2559,1176.7,CARD,DEPOSIT,ACC-190,ACC-261,SG,DEV_REGULAR,2026-01-29 04:36:22.390216+00:00,6436.15,2,APPROVED,0,25
2ce8b830-da7f-4c67-9982-f9c93cf14b6d,2643,2105.69,UPI,TRANSFER,ACC-103,ACC-201,US,DEV_REGULAR,2026-01-29 04:36:22.390221+00:00,8329.11,1,APPROVED,0,10
0c338fc6-27df-4a26-b6ed-cce51dff31d7,5332,3728.16,CARD,WITHDRAWAL,ACC-131,ACC-216,IN,DEV_REGULAR,2026-01-29 04:36:22.390226+00:00,1143.53,1,APPROVED,0,40
fb873486-8f3d-4f05-bc5c-e1cc7e35a205,9607,4884.5,NET_BANKING,WITHDRAWAL,ACC-184,ACC-295,SG,DEV_REGULAR,2026-01-29 04:36:22.390232+00:00,5858.28,3,APPROVED,0,25
d6941dc7-6954-41c7-ae43-cb069e3435c5,3355,395.33,CARD,DEPOSIT,ACC-165,ACC-212,HK,DEV_REGULAR,2026-01-29 04:36:22.390237+00:00,3604.61,1,APPROVED,0,25
cc53fe8a-3bb1-4d61-bde7-8976b3254fb6,9754,161.35,NET_BANKING,TRANSFER,ACC-117,ACC-279,US,DEV_REGULAR,2026-01-29 04:36:22.390242+00:00,8403.2,2,APPROVED,0,10
c88b4ab4-7964-494f-84d1-0887721ef109,2069,4072.44,NET_BANKING,DEPOSIT,ACC-181,ACC-207,US,DEV_REGULAR,2026-01-29 04:36:22.390247+00:00,202.97,4,APPROVED,0,10
2b669477-ce1a-4d6d-9a2b-966855c230b8,5217,993.65,NET_BANKING,DEPOSIT,ACC-135,ACC-266,SG,DEV_REGULAR,2026-01-29 04:36:22.390252+00:00,5445.53,3,APPROVED,0,10
8280887d-bf53-42b9-a3eb-bb3bb360be56,3387,961.29,CARD,WITHDRAWAL,ACC-104,ACC-229,HK,DEV_REGULAR,2026-01-29 04:36:22.390258+00:00,9350.04,2,APPROVED,0,40
f43b051e-5480-42ae-8a7e-4e9c0a2ae9c7,5677,2324.94,UPI,TRANSFER,ACC-165,ACC-257,IN,DEV_REGULAR,2026-01-29 04:36:22.390264+00:00,7074.84,2,APPROVED,0,10
61a9d033-87f1-40ec-9219-41a832e97dbe,3622,1649.19,UPI,TRANSFER,ACC-113,ACC-249,IN,DEV_REGULAR,2026-01-29 04:36:22.390270+00:00,1354.41,4,APPROVED,0,10
8d7fa9c2-457c-48bd-bfa0-286d22d37dba,3505,3801.06,UPI,TRANSFER,ACC-137,ACC-208,SG,DEV_REGULAR,2026-01-29 04:36:22.390281+00:00,6864.81,3,APPROVED,0,10
7674eff1-1209-40a5-a0fe-ca5858d8f837,5836,2919.24,UPI,TRANSFER,ACC-118,ACC-249,US,DEV_REGULAR,2026-01-29 04:36:22.390287+00:00,8039.68,3,APPROVED,0,10
6d5df26c-1bbf-41b9-a799-8a2f1f8e7662,6735,208.01,CARD,DEPOSIT,ACC-182,ACC-253,SG,DEV_REGULAR,2026-01-29 04:36:22.390297+00:00,46.88,4,APPROVED,0,25
8518d34f-ef5e-41da-963f-720976745876,5765,860.05,CARD,DEPOSIT,ACC-149,ACC-267,HK,DEV_REGULAR,2026-01-29 04:36:22.390316+00:00,993.91,5,APPROVED,0,25
624115e4-55d4-436f-9ece-acae15eb5b6d,2586,2075.05,NET_BANKING,WITHDRAWAL,ACC-113,ACC-231,HK,DEV_REGULAR,2026-01-29 04:36:22.390322+00:00,5528.01,2,APPROVED,0,25
1328386f-5306-43a1-8d5c-be1dc4784036,3214,4007.89,NET_BANKING,WITHDRAWAL,ACC-108,ACC-282,IN,DEV_REGULAR,2026-01-29 04:36:22.390327+00:00,8172.14,1,APPROVED,0,25
882681f7-2986-4732-94ec-784e6e6ab917,9799,1126.94,CARD,TRANSFER,ACC-124,ACC-289,SG,DEV_REGULAR,2026-01-29 04:36:22.390332+00:00,2184.03,2,APPROVED,0,25
d7ebadd4-edd4-4d82-af5b-7430b2e5742d,5003,1095.34,NET_BANKING,DEPOSIT,ACC-185,ACC-201,HK,DEV_REGULAR,2026-01-29 04:36:22.390337+00:00,2405.04,2,APPROVED,0,10
b42ddfc1-f95a-4617-a532-a633fed4133a,5557,2112.73,NET_BANKING,DEPOSIT,ACC-165,ACC-235,US,DEV_REGULAR,2026-01-29 04:36:22.390343+00:00,6724.74,3,APPROVED,0,10
6666ca34-5a3b-4f5a-b18b-c61ca95ede0b,9915,27651.37,CARD,TRANSFER,ACC-198,ACC-249,SG,NEW_DEV_Z,2026-01-29 04:36:22.390358+00:00,54104.7,20,DECLINED,1,105
c82f27b2-b62b-4e09-8f68-e401077f97c0,1156,3691.33,UPI,DEPOSIT,ACC-152,ACC-229,SG,DEV_REGULAR,2026-01-29 04:36:22.390364+00:00,217.89,1,APPROVED,0,10
968800e6-d5d1-42a0-b66c-4361ab958616,6251,1987.23,UPI,TRANSFER,ACC-123,ACC-240,HK,DEV_REGULAR,2026-01-29 04:36:22.390377+00:00,8154.71,5,APPROVED,0,10
23c08467-d879-4732-ba7a-295bc219fa0a,5698,3247.76,UPI,TRANSFER,ACC-143,ACC-272,HK,DEV_REGULAR,2026-01-29 04:36:22.390382+00:00,8783.78,2,APPROVED,0,10
522c28d7-4120-46e1-8895-2c48c51fa9f1,2360,2883.09,CARD,WITHDRAWAL,ACC-198,ACC-229,IN,DEV_REGULAR,2026-01-29 04:36:22.390393+00:00,9617.53,3,APPROVED,0,40
ccb96f37-14e0-4afd-9e74-565df1141683,4972,593.31,CARD,DEPOSIT,ACC-162,ACC-299,SG,DEV_REGULAR,2026-01-29 04:36:22.390398+00:00,68.54,1,APPROVED,0,25
76c13c94-9d7e-4f91-9b0b-691d429ed81a,5359,1846.92,CARD,TRANSFER,ACC-108,ACC-235,SG,DEV_REGULAR,2026-01-29 04:36:22.390403+00:00,8537.2,5,APPROVED,0,25
d733df6e-9866-45a2-b835-8d855511394c,2882,1221.93,CARD,WITHDRAWAL,ACC-192,ACC-273,IN,DEV_REGULAR,2026-01-29 04:36:22.390408+00:00,8293.48,2,APPROVED,0,40
aef0c2b5-ef23-48bf-bec0-00bed1de3cab,6555,713.45,NET_BANKING,TRANSFER,ACC-178,ACC-260,HK,DEV_REGULAR,2026-01-29 04:36:22.390414+00:00,884.03,1,APPROVED,0,10
118af468-b3c5-49db-af2e-abe8fe2d935e,6150,4288.67,NET_BANKING,TRANSFER,ACC-140,ACC-206,SG,DEV_REGULAR,2026-01-29 04:36:22.390419+00:00,4696.59,4,APPROVED,0,10
5403fba1-a1bb-4427-a216-505436a27f01,9481,320.02,CARD,TRANSFER,ACC-147,ACC-247,IN,DEV_REGULAR,2026-01-29 04:36:22.390424+00:00,608.06,5,APPROVED,0,25
1a8e297e-df06-47b1-9988-6b2392dbcca8,6701,1544.72,NET_BANKING,TRANSFER,ACC-174,ACC-274,IN,DEV_REGULAR,2026-01-29 04:36:22.390435+00:00,9178.75,5,APPROVED,0,10
2b1307d6-d536-4e45-aeb5-b325d466c3bd,9448,1958.78,CARD,TRANSFER,ACC-189,ACC-244,IN,DEV_REGULAR,2026-01-29 04:36:22.390440+00:00,1746.66,1,APPROVED,0,25
76d90f6d-b0de-4a29-8ba2-f21b49f2cf8f,3063,4181.48,NET_BANKING,DEPOSIT,ACC-164,ACC-274,SG,DEV_REGULAR,2026-01-29 04:36:22.390446+00:00,2366.9,2,APPROVED,0,10
56f9273f-b1a8-4f78-8edd-ef9bedcfa801,5138,882.1,UPI,TRANSFER,ACC-158,ACC-230,SG,DEV_REGULAR,2026-01-29 04:36:22.390451+00:00,1609.2,2,APPROVED,0,10
b1837e29-77b5-466c-8af6-7c2d02c296f8,2317,4204.3,CARD,DEPOSIT,ACC-151,ACC-240,SG,DEV_REGULAR,2026-01-29 04:36:22.390465+00:00,4791.95,1,APPROVED,0,25
